,prices,car_names,cv,fuel,trasmission,date,location,type_seller,km,calender,etat
3858,Prix : 15 000 DT,Renault Symbol,5 CV,Essence,Manuelle,25 Oct. 2016,Beni Khiar,particulier,151 Km,2009,Très bon
3859,Prix : 14 300 DT,Peugeot Partner,,Diesel,Manuelle,25 Oct. 2016,El Ouerdia,particulier,175000 Km,2008,Très bon
3860,Prix : 19 000 DT,Toyota Land_cruiser,,Diesel,Manuelle,25 Oct. 2016,Bizerte Nord,particulier,125000 Km,1992,Très bon
3861,Prix : 22 000 DT,MITSUBISHI PADJERO SPORT,9 CV,Diesel,Manuelle,25 Oct. 2016,Tozeur,professionnel,255000 Km,2000,Très bon
3862,Prix : 24 000 DT,CLIO 6 Toutes options,5 CV,Essence,Manuelle,25 Oct. 2016,Maknassy,particulier,70000 Km,05-2011,Neuf
3863,Prix : 18 000 DT,Golf 3,,Essence,Manuelle,25 Oct. 2016,Sousse Ville,particulier,32 Km,1995,Bon
3864,Prix : 11 300 DT,Peugeot Partner,,Diesel,Manuelle,25 Oct. 2016,Tunis,particulier,125000 Km,2007,Très bon
3865,Prix : 10 000 DT,ISUZU,8 CV,Diesel,Manuelle,25 Oct. 2016,Hammamet,particulier,270000 Km,1982,Bon
3866,Prix : 26 500 DT,Renault TWINGO,4 CV,Essence,Manuelle,25 Oct. 2016,Grombalia,particulier,60000 Km,2012,Très bon
3867,Prix : 12 500 DT,Opel Corsa,4 CV,Essence,Manuelle,25 Oct. 2016,Tunis,particulier,188000 Km,2004,Bon
3868,Prix : 34 000 DT,Citroen C5,6 CV,Diesel,Manuelle,25 Oct. 2016,Bizerte Nord,particulier,130000 Km,2012,Très bon
3869,Prix : 16 000 DT,Ford Focus,6 CV,Essence,Manuelle,25 Oct. 2016,Rades,particulier,205000 Km,2006,Très bon
3870,Prix : 53 000 DT,Bmw 316i,,Essence,Manuelle,25 Oct. 2016,El Mourouj,particulier,42000 Km,2012,Très bon
3871,Prix : 12 500 DT,Clio classique,5 CV,Essence,Manuelle,25 Oct. 2016,Sfax Ville,particulier,67000 Km,2005,Très bon
3872,Prix : 19 000 DT,Renault Symbol,5 CV,Essence,Manuelle,25 Oct. 2016,Sfax Ville,particulier,165000 Km,2013,Très bon
3873,Prix : 12 300 DT,Polo 5,4 CV,Essence,Manuelle,25 Oct. 2016,Sousse Jaouhara,particulier,175000 Km,2004,Bon
3874,Prix : 8 600 DT,Fiat punto,4 CV,Essence,Manuelle,25 Oct. 2016,Le Bardo,particulier,230000 Km,1998,Bon
3875,Prix : 14 000 DT,Fiat siena,5 CV,Essence,Manuelle,24 Oct. 2016,Hammam Chatt,particulier,115000 Km,2006,Très bon
3876,Prix : 28 000 DT,Golf 6,,Essence,Manuelle,24 Oct. 2016,Ariana Ville,particulier,92000 Km,2010,
3877,Prix : 19 000 DT,BMW 316i,,Essence,Manuelle,24 Oct. 2016,La Soukra,particulier,185000 Km,2002,Très bon
3878,Prix : 45 500 DT,Hyandai veloster,,Essence,Manuelle,24 Oct. 2016,Mannouba,particulier,52000 Km,2014,Très bon
3879,Prix : 25 000 DT,B9 Multi-ESPACE,5 CV,Diesel,Manuelle,24 Oct. 2016,Maknassy,particulier,150 Km,04-2010,D'origine
3880,Prix : 36 000 DT,AUDI A4 1.8 TFSI 120 AMBIENTE,7 CV,Essence,Manuelle,24 Oct. 2016,Ezzahra,professionnel,143000 Km,05-2010,Assez bon
3881,Prix : 110 000 DT,BMW F30 BUSINESS BVA8,7 CV,Diesel,Automatique,24 Oct. 2016,La Marsa,professionnel,61000 Km,05-2013,Neuf
3882,Prix : 21 000 DT,SEAT IBIZA,5 CV,Essence,Manuelle,24 Oct. 2016,Bizerte Nord,particulier,105000 Km,2013,Très bon
3883,Prix : 40 000 DT,Audi a3,,Diesel,Manuelle,24 Oct. 2016,Les Berges Du Lac,particulier,125000 Km,2011,Très bon
3884,Prix : 14 500 DT,Peugeot Partner,,Diesel,Manuelle,24 Oct. 2016,Siliana Sud,particulier,195000 Km,2011,Très bon
3885,Prix : 25 500 DT,Citroen C elysèe,5 CV,Essence,Manuelle,24 Oct. 2016,Hammam Sousse,particulier,43 Km,2014,Très bon
3886,Prix : 6 500 DT,A vendre peugeot 106,5 CV,Essence,Manuelle,24 Oct. 2016,Tozeur,particulier,291000 Km,08-1996,Bon
3887,Prix : 25 000 DT,Renault Clio 3,5 CV,Essence,Manuelle,24 Oct. 2016,Sousse Ville,particulier,92000 Km,2012,Très bon
3888,Prix : 14 000 DT,Polo 6,4 CV,Essence,Manuelle,24 Oct. 2016,La Marsa,particulier,148 Km,2007,Très bon
3889,Prix : 18 000 DT,RENAULT SYMBOL,5 CV,Essence,Manuelle,24 Oct. 2016,Gabes Medina,particulier,125000 Km,2013,Très bon
3890,Prix : 8 200 DT,Peugeot 106,4 CV,Essence,Manuelle,24 Oct. 2016,Cite El Khadra,particulier,230000 Km,1998,Bon
3891,Prix : 24 000 DT,Volkswagen Polo 7,5 CV,Essence,Manuelle,24 Oct. 2016,Sousse Ville,particulier,47000 Km,2014,Très bon
3892,Prix : 14 500 DT,Grande Punto,5 CV,Essence,Manuelle,24 Oct. 2016,Sakiet Ezzit,particulier,155000 Km,2009,Très bon
3893,Prix : 36 000 DT,BMW 316I,,Essence,Manuelle,24 Oct. 2016,Sousse Jaouhara,particulier,155000 Km,2008,Très bon
3894,Prix : 48 000 DT,Jetta 2L,9 CV,Essence,Automatique,24 Oct. 2016,Ezzahra,particulier,26 Km,2014,Très bon
3895,Prix : 10 600 DT,Clio bombé,,Essence,Manuelle,24 Oct. 2016,El Mourouj,particulier,175000 Km,2001,Très bon
3896,Prix : 13 500 DT,Chevrolet aveo,5 CV,Essence,Manuelle,24 Oct. 2016,Kalaa El Khasba,particulier,155000 Km,2007,Très bon
3897,Prix : 60 000 DT,BMW 320i,9 CV,Essence,Automatique,24 Oct. 2016,Ezzahra,particulier,147 Km,2009,Très bon
3898,Prix : 10 500 DT,Volkswagen Polo 6,6 CV,Essence,Manuelle,24 Oct. 2016,Megrine,particulier,165000 Km,2005,Très bon
3899,Prix : 45 800 DT,Golf 7 TDI,5 CV,Diesel,Manuelle,24 Oct. 2016,Tunis,professionnel,109000 Km,12-2012,D'origine
3900,Prix : 31 500 DT,Belle Golf 6 tdi confortline,5 CV,Diesel,Manuelle,24 Oct. 2016,Tunis,particulier,130000 Km,01-2010,Très bon
3901,Prix : 15 800 DT,FIAT PANDA,4 CV,,Manuelle,24 Oct. 2016,Bizerte Nord,particulier,132768 Km,,En marche
3902,Prix : 13 200 DT,Laguna 2,6 CV,Diesel,Manuelle,23 Oct. 2016,Sousse Ville,particulier,320000 Km,09-2003,Très bon
3903,Prix : 25 000 DT,A170 avantgarde,7 CV,Essence,Manuelle,23 Oct. 2016,Ezzahra,particulier,132000 Km,06-2005,D'origine
3904,Prix : 38 500 DT,308cc GTI 200 CV,12 CV,Essence,Manuelle,23 Oct. 2016,Ezzahra,particulier,48000 Km,03-2012,Excellent
3905,Prix : 16 500 DT,Av citroen jumpy long chassis,5 CV,Diesel,,23 Oct. 2016,Carthage,particulier,1690000 Km,03-2010,Bon
3906,Prix : 13 800 DT,Citroën berlingo très propre normal,7 CV,Diesel,Manuelle,23 Oct. 2016,Nabeul,particulier,140 Km,11-2009,Très bon
3907,Prix : 17 000 DT,407 sw,6 CV,Diesel,Manuelle,23 Oct. 2016,Sousse Jaouhara,particulier,420000 Km,03-2005,Bon
3908,Prix : 76 DT,A vendre,,Essence,Automatique,23 Oct. 2016,Carthage,particulier,95 Km,12-2012,Neuf
3909,Prix : 58 000 DT,KIA SPORTAGE PREMUIM,7 CV,Diesel,Manuelle,23 Oct. 2016,Tunis,professionnel,10000 Km,05-2012,Excellent
3910,Prix : 60 000 DT,Mercedes A180,5 CV,Diesel,Manuelle,23 Oct. 2016,Tunis,professionnel,129000 Km,07-2014,D'origine
3911,Prix : 20 000 DT,C3 picasso,6 CV,Essence,Manuelle,23 Oct. 2016,Bizerte Nord,particulier,140 Km,2010,Très bon
3912,Prix : 11 500 DT,Peugeot 206,5 CV,Essence,Manuelle,23 Oct. 2016,Gabes Medina,particulier,180000 Km,06-2003,Très bon
3913,Prix : 16 500 DT,Megane classique,6 CV,Essence,Manuelle,23 Oct. 2016,Sfax Ville,particulier,200000 Km,2005,D'origine
3914,Prix : 22 500 DT,Kia PICANTO,4 CV,Essence,Manuelle,23 Oct. 2016,El Ouerdia,particulier,39000 Km,2013,Très bon
3915,Prix : 17 400 DT,Peugeot 407,,Diesel,Manuelle,23 Oct. 2016,Monastir,particulier,185000 Km,2005,Très bon
3916,Prix : 14 500 DT,Renault Scenic,6 CV,Diesel,Manuelle,23 Oct. 2016,Ezzahra,particulier,177 Km,2007,Très bon
3917,Prix : 19 000 DT,Citroën C3,5 CV,Essence,Manuelle,23 Oct. 2016,Ettahrir,particulier,77000 Km,2011,Très bon
3918,Prix : 14 300 DT,Volkswagen Passat,7 CV,Essence,Manuelle,23 Oct. 2016,Gabes Medina,particulier,325000 Km,2001,Bon
3919,Prix : 21 500 DT,Peugeot 207,,Essence,Manuelle,23 Oct. 2016,Bizerte Nord,particulier,62000 Km,2012,Très bon
3920,Prix : 16 500 DT,Polo 6,5 CV,Essence,Manuelle,23 Oct. 2016,Sfax Ville,particulier,145000 Km,2009,Très bon
3921,Prix : 18 000 DT,Golf 5 TDI,5 CV,Diesel,Manuelle,23 Oct. 2016,Le Bardo,particulier,230000 Km,2006,Très bon
3922,Prix : 25 000 DT,Audi A4,7 CV,Essence,Manuelle,23 Oct. 2016,Beni Khalled,particulier,196000 Km,2006,Très bon
3923,Prix : 21 000 DT,Peugeot 407,,Essence,Automatique,23 Oct. 2016,El Menzah,particulier,175000 Km,2008,Très bon
3924,Prix : 16 800 DT,Alfa Romeo GTV,10 CV,Essence,Manuelle,20 Oct. 2016,Tunis,particulier,120000 Km,2002,Bon
3925,Prix : 19 700 DT,Fiat Punto,,Essence,Manuelle,20 Oct. 2016,Ariana Ville,particulier,115000 Km,2010,Très bon
3926,Prix : 14 500 DT,Peugot 206,,Essence,Manuelle,20 Oct. 2016,Ksar Helal,particulier,145000 Km,2006,Bon
3927,Prix : 18 000 DT,Peugeot Partner,7 CV,Diesel,Manuelle,20 Oct. 2016,Ariana Ville,particulier,87000 Km,2013,Très bon
3928,Prix : 24 900 DT,Peugeot 207,,Diesel,Manuelle,20 Oct. 2016,Le Bardo,particulier,125000 Km,2011,Très bon
3929,Prix : 24 500 DT,Peugeot Partner,,Essence,Manuelle,20 Oct. 2016,Tunis,particulier,67000 Km,2012,Très bon
3930,Prix : 23 500 DT,Seat IBIZA,5 CV,Essence,Manuelle,20 Oct. 2016,La Marsa,particulier,72000 Km,2014,Très bon
3931,Prix : 23 800 DT,Polo Sedan,5 CV,Essence,Manuelle,20 Oct. 2016,La Marsa,particulier,62000 Km,2013,Très bon
3932,Prix : 10 500 DT,Clio classique,5 CV,Essence,Manuelle,20 Oct. 2016,Sousse Ville,particulier,230000 Km,2001,Très bon
3933,Prix : 13 200 DT,Fiat Palio,4 CV,Essence,Manuelle,20 Oct. 2016,La Soukra,particulier,165000 Km,2007,Très bon
3934,Prix : 15 800 DT,POLO 6,4 CV,Essence,Manuelle,20 Oct. 2016,Ariana Ville,particulier,145000 Km,2007,Très bon
3935,Prix : 43 000 DT,Volkswagen passat,5 CV,Diesel,Manuelle,20 Oct. 2016,Ezzahra,particulier,92000 Km,2012,Très bon
3936,Prix : 11 500 DT,Polo 4,4 CV,Essence,Manuelle,18 Oct. 2016,Beja Nord,particulier,270000 Km,2001,Bon
3937,Prix : 21 000 DT,Ford focus,5 CV,Essence,Manuelle,18 Oct. 2016,Kairouan Nord,particulier,155000 Km,2009,Très bon
3938,Prix : 13 800 DT,Opel corsa,4 CV,Essence,Manuelle,18 Oct. 2016,El Mourouj,particulier,165000 Km,2006,Très bon
3939,Prix : 20 500 DT,Renault Symbol,5 CV,Essence,Manuelle,18 Oct. 2016,Bizerte Nord,particulier,52000 Km,2014,Très bon
3940,Prix : 9 000 DT,Peugeot 106,4 CV,Essence,Manuelle,18 Oct. 2016,Bir El Haffey,particulier,165000 Km,1999,Très bon
3941,Prix : 14 000 DT,Golf 4,7 CV,Essence,Manuelle,18 Oct. 2016,Sfax Ville,particulier,230000 Km,2001,Très bon
3942,Prix : 25 000 DT,Megane 3,6 CV,Diesel,Manuelle,18 Oct. 2016,Bizerte Nord,particulier,78 Km,2012,Très bon
3943,Prix : 30 000 DT,Citroen Ds3,5 CV,Diesel,Manuelle,18 Oct. 2016,Nabeul,particulier,105000 Km,2010,Très bon
3944,Prix : 13 800 DT,Volkswagen Polo,5 CV,Essence,Manuelle,18 Oct. 2016,Bizerte Nord,particulier,135000 Km,2007,Très bon
3945,Prix : 13 000 DT,Fiat Doblo,5 CV,Diesel,Manuelle,18 Oct. 2016,La Goulette,particulier,175000 Km,2005,Très bon
3946,Prix : 18 500 DT,Clio 3,,Essence,Manuelle,18 Oct. 2016,Bizerte Nord,particulier,115000 Km,2009,Très bon
3947,Prix : 26 000 DT,Golf 6,,Diesel,Manuelle,18 Oct. 2016,Gabes Sud,particulier,155000 Km,2011,Très bon
3948,Prix : 13 500 DT,Golf4,,Essence,Manuelle,18 Oct. 2016,Sakiet Ezzit,particulier,165000 Km,1999,Très bon
3949,Prix : 36 000 DT,Audi A3,,Essence,Manuelle,18 Oct. 2016,La Soukra,particulier,145000 Km,2012,Très bon
3950,Prix : 20 000 DT,Mercedes-Benz ML,,Diesel,Automatique,18 Oct. 2016,Le Bardo,particulier,215 Km,2002,Très bon
3951,Prix : 14 300 DT,Citroën berlingo,,Diesel,Manuelle,18 Oct. 2016,Ariana Ville,particulier,195000 Km,2009,Très bon
3952,Prix : 13 800 DT,Fiat panda,4 CV,Essence,Manuelle,18 Oct. 2016,Le Bardo,particulier,132000 Km,2007,Très bon
3953,Prix : 15 800 DT,Opel astra,,Essence,Manuelle,18 Oct. 2016,Sfax Ville,particulier,165000 Km,2004,Très bon
3954,Prix : 22 500 DT,Megane 3,6 CV,Diesel,Manuelle,18 Oct. 2016,Nabeul,particulier,195000 Km,2010,Très bon
3955,Prix : 16 000 DT,Fiat punto,5 CV,Essence,Manuelle,18 Oct. 2016,Sousse Riadh,particulier,105000 Km,2008,Bon
3956,Prix : 15 800 DT,Chevrolet Aveo,6 CV,Essence,Manuelle,18 Oct. 2016,Bizerte Sud,particulier,92000 Km,2010,Très bon
3957,Prix : 16 900 DT,Clio 3,5 CV,Essence,Manuelle,18 Oct. 2016,Le Bardo,particulier,195000 Km,2008,Très bon
3958,Prix : 24 000 DT,Polo 7,5 CV,Essence,Manuelle,18 Oct. 2016,Hammam Sousse,particulier,42000 Km,2014,Très bon
3959,Prix : 16 000 DT,Clio Classic,5 CV,Essence,Manuelle,18 Oct. 2016,Ezzouhour (Tunis),particulier,115000 Km,2008,Très bon
3960,Prix : 33 500 DT,Peugeot 2008,5 CV,Essence,Manuelle,17 Oct. 2016,Ezzahra,particulier,142 Km,2013,Très bon
3961,Prix : 26 000 DT,Mini one,,,,17 Oct. 2016,Sfax Ville,particulier,115000 Km,2008,Très bon
3962,Prix : 19 000 DT,Fiat Punto POP,5 CV,Essence,Manuelle,17 Oct. 2016,El Omrane,particulier,67000 Km,2013,Très bon
3963,Prix : 18 500 DT,Renault megane,,Diesel,Manuelle,17 Oct. 2016,Ettahrir,particulier,175000 Km,2008,Très bon
3964,Prix : 29 500 DT,Citroen DS3,,Essence,Manuelle,17 Oct. 2016,Tunis,particulier,67000 Km,2011,Très bon
3965,Prix : 16 700 DT,Renault Symbol,5 CV,Essence,Manuelle,17 Oct. 2016,El Menzah,particulier,135000 Km,2010,Très bon
3966,Prix : 14 000 DT,Opel Astra,,Diesel,Manuelle,17 Oct. 2016,Houmet Essouk,particulier,215000 Km,2006,Très bon
3967,Prix : 16 900 DT,FIAT PUNTO,5 CV,Essence,Manuelle,17 Oct. 2016,Rades,particulier,87000 Km,2013,Très bon
3968,Prix : 13 000 DT,Ford Fiesta,5 CV,Essence,Manuelle,17 Oct. 2016,Tunis,particulier,180000 Km,02-2005,Très bon
3969,Prix : 31 500 DT,Golf 6 1.4 full option,5 CV,Essence,Manuelle,17 Oct. 2016,Megrine,particulier,145000 Km,11-2010,Excellent
3970,Prix : 23 000 DT,GOLF 5 TDI,5 CV,Diesel,Manuelle,17 Oct. 2016,Rades,particulier,164000 Km,2008,
3971,Prix : 8 500 DT,Opel corsa,4 CV,Essence,Manuelle,17 Oct. 2016,Bizerte Nord,particulier,155000 Km,1998,Bon
3972,Prix : 12 500 DT,Renault Clio,4 CV,Essence,Manuelle,17 Oct. 2016,Mannouba,particulier,185000 Km,2003,Très bon
3973,Prix : 12 300 DT,Polo 5,4 CV,Essence,Manuelle,17 Oct. 2016,Nouvelle Medina,particulier,184 Km,2004,Très bon
3974,Prix : 9 000 DT,Peugeot 106,4 CV,Essence,Manuelle,17 Oct. 2016,Nouvelle Medina,particulier,270000 Km,1997,Bon
3975,Prix : 19 000 DT,Renault Clio 3,5 CV,Essence,Manuelle,17 Oct. 2016,Rades,particulier,125000 Km,2008,Très bon
3976,Prix : 11 500 DT,Opel corsa,4 CV,Essence,Manuelle,17 Oct. 2016,Hammamet,particulier,195000 Km,2002,Très bon
3977,Prix : 14 500 DT,Renault Scenic,6 CV,Diesel,Manuelle,17 Oct. 2016,Ezzahra,particulier,177 Km,2007,Très bon
3978,Prix : 8 500 DT,Opel Corsa,4 CV,Essence,Manuelle,17 Oct. 2016,Nabeul,particulier,270000 Km,1995,Très bon
3979,Prix : 16 100 DT,Fiesta forsa,5 CV,Essence,Manuelle,17 Oct. 2016,Ezzouhour (Tunis),particulier,115000 Km,2012,Très bon
3980,Prix : 22 500 DT,Fiat Grande Evo,,Essence,Manuelle,17 Oct. 2016,El Menzah,particulier,70000 Km,2012,Très bon
3981,Prix : 45 000 DT,Audi A6,,Essence,Automatique,17 Oct. 2016,Ariana Ville,particulier,139000 Km,01-2010,Très bon
3982,Prix : 26 500 DT,Renault Mégane 3 importé,5 CV,Diesel,Manuelle,17 Oct. 2016,Bab Bhar,particulier,101000 Km,11-2012,D'origine
3983,Prix : 16 800 DT,Renault Clio 3,5 CV,Essence,Manuelle,16 Oct. 2016,Sahline,particulier,145000 Km,2009,Très bon
3984,Prix : 19 500 DT,SEAT IBIZA,5 CV,Essence,Manuelle,16 Oct. 2016,Ras Jebel,particulier,97000 Km,2013,Très bon
3985,Prix : 14 000 DT,Peugeot 407,9 CV,Essence,Manuelle,16 Oct. 2016,Medenine Nord,particulier,195000 Km,2005,Très bon
3986,Prix : 23 500 DT,Toyota Yaris,,Essence,Manuelle,16 Oct. 2016,Ariana Ville,particulier,105000 Km,2011,Très bon
3987,Prix : 16 800 DT,Citroen c4,,Diesel,Manuelle,16 Oct. 2016,Kelibia,particulier,185000 Km,2008,Très bon
3988,Prix : 13 800 DT,Peugeot 206,4 CV,Essence,Manuelle,16 Oct. 2016,Bizerte Nord,particulier,165000 Km,2005,Très bon
3989,Prix : 11 700 DT,Peugeot Partner,,Diesel,Manuelle,16 Oct. 2016,Bizerte Nord,particulier,185000 Km,2006,Très bon
3990,Prix : 32 000 DT,Mini one,5 CV,Diesel,Manuelle,16 Oct. 2016,El Mourouj,particulier,87000 Km,2011,Très bon
3991,Prix : 22 500 DT,Hyundai Grand i10,5 CV,Essence,Manuelle,16 Oct. 2016,La Marsa,particulier,47000 Km,2014,Très bon
3992,Prix : 17 900 DT,Renault symbol,5 CV,Essence,Manuelle,16 Oct. 2016,El Menzah,particulier,115000 Km,2012,Très bon
3993,Prix : 15 500 DT,Kia Rio,6 CV,Essence,Manuelle,16 Oct. 2016,La Marsa,particulier,230000 Km,2010,Très bon
3994,Prix : 19 000 DT,Ford Fiesta,5 CV,Essence,Manuelle,16 Oct. 2016,Tataouine Nord,particulier,124000 Km,2010,Très bon
3995,Prix : 24 600 DT,Volkswagen Golf 6,,Essence,Manuelle,16 Oct. 2016,La Marsa,particulier,145000 Km,2010,Très bon
3996,Prix : 12 700 DT,Polo 5,4 CV,Essence,Manuelle,16 Oct. 2016,Ksar Helal,particulier,145000 Km,2005,Bon
3997,Prix : 13 000 DT,Opel astra,5 CV,Essence,Manuelle,16 Oct. 2016,Beja Sud,particulier,185000 Km,2003,Très bon
3998,Prix : 10 850 DT,Renault Clio,4 CV,Essence,Manuelle,15 Oct. 2016,Ksibet El Mediouni,particulier,230000 Km,1999,Très bon
3999,Prix : 11 500 DT,Peugeot 206,6 CV,Essence,Manuelle,15 Oct. 2016,El Ouerdia,particulier,230000 Km,2007,Très bon
4000,Prix : 29 000 DT,DEFENDER 110 TDI 300,10 CV,Diesel,Manuelle,15 Oct. 2016,Ras Jebel,particulier,270000 Km,12-1995,Excellent
4001,Prix : 22 800 DT,HYUNDAI GRAND I10,5 CV,Essence,Manuelle,14 Oct. 2016,Tunis,particulier,42000 Km,2014,Très bon
4002,Prix : 28 500 DT,OPEL ASTRA,6 CV,Essence,Manuelle,14 Oct. 2016,El Menzah,particulier,110000 Km,2012,Très bon
4003,Prix : 20 000 DT,Kia picanto,5 CV,Essence,Manuelle,14 Oct. 2016,Ariana Ville,particulier,46000 Km,2013,Très bon
4004,Prix : 19 500 DT,Volkswagen Passat,,Diesel,Manuelle,14 Oct. 2016,Ain Zaghouan,particulier,224000 Km,2006,Très bon
4005,Prix : 14 500 DT,Fiat punto,5 CV,Essence,Manuelle,14 Oct. 2016,Ksour Essaf,particulier,125000 Km,2010,Très bon
4006,Prix : 22 800 DT,Ford Fiesta,5 CV,Essence,Manuelle,14 Oct. 2016,Ariana Ville,particulier,77000 Km,2014,Très bon
4007,Prix : 8 500 DT,Peugeot 106,4 CV,Essence,Manuelle,14 Oct. 2016,Nefza,particulier,270000 Km,1997,Bon
4008,Prix : 7 100 DT,Opel corsa,5 CV,Essence,Manuelle,14 Oct. 2016,Zaghouan,particulier,325000 Km,1994,Bon
4009,Prix : 16 000 DT,Renault clio,5 CV,Essence,Manuelle,14 Oct. 2016,Ksour Essaf,particulier,165000 Km,2005,Très bon
4010,Prix : 32 500 DT,Mazda 3,6 CV,Essence,Manuelle,14 Oct. 2016,Ezzahra,particulier,64 Km,2014,Très bon
4011,Prix : 18 800 DT,Fiat grande punto,5 CV,Essence,Manuelle,14 Oct. 2016,Bizerte Nord,particulier,72000 Km,2013,Très bon
4012,Prix : 28 500 DT,MERCEDES E200,,Essence,Manuelle,14 Oct. 2016,La Soukra,particulier,145000 Km,2005,Très bon
4013,Prix : 28 000 DT,Mazda BT50,10 CV,Diesel,Manuelle,14 Oct. 2016,Ezzahra,particulier,272 Km,2007,Très bon
4014,Prix : 27 500 DT,Ford Mondeo,8 CV,Diesel,Manuelle,14 Oct. 2016,Ezzahra,particulier,76 Km,2011,Très bon
4015,Prix : 22 800 DT,Fiat PUNTO GRANDI,5 CV,Essence,Manuelle,14 Oct. 2016,Tunis,particulier,42000 Km,2014,Très bon
4016,Prix : 12 500 DT,Volkswagen Vento,,Diesel,Manuelle,14 Oct. 2016,Utique,particulier,42000 Km,1994,Très bon
4017,Prix : 52 000 DT,BMW 316i,7 CV,Essence,Manuelle,14 Oct. 2016,Ezzahra,particulier,46 Km,2011,Très bon
4018,Prix : 32 000 DT,Renault Clio 4,6 CV,Essence,Manuelle,14 Oct. 2016,Ezzahra,particulier,71 Km,2013,Très bon
4019,Prix : 56 500 DT,Audi A5 tfsi kit S5,10 CV,Essence,Manuelle,14 Oct. 2016,Ain Zaghouan,particulier,129000 Km,06-2008,Excellent
4020,Prix : 13 000 DT,Ford Fiesta,,Essence,Manuelle,14 Oct. 2016,Ariana Ville,particulier,232 Km,2005,Très bon
4021,Prix : 17 000 DT,Peugeot 307,,Diesel,Manuelle,14 Oct. 2016,Ezzouhour (Tunis),particulier,165000 Km,2005,Très bon
4022,Prix : 14 000 DT,Peugeot 206,4 CV,Essence,Manuelle,14 Oct. 2016,Msaken,particulier,230000 Km,2006,Très bon
4023,Prix : 22 800 DT,Renault Fluence,,Essence,Manuelle,14 Oct. 2016,Sousse Ville,particulier,135000 Km,2012,Très bon
4024,Prix : 15 800 DT,POLO 6,4 CV,Essence,Manuelle,14 Oct. 2016,Ariana Ville,particulier,145000 Km,2007,Très bon
4025,Prix : 32 500 DT,Renault Fluence,,Essence,Automatique,14 Oct. 2016,Grombalia,particulier,48000 Km,2012,Très bon
4026,Prix : 54 000 DT,Mercedes A180,,Diesel,Automatique,14 Oct. 2016,Dar Chaabane Elfehri,particulier,82000 Km,2014,Très bon
4027,Prix : 29 000 DT,Peugeot 308cc,8 CV,Essence,Manuelle,14 Oct. 2016,Bizerte Nord,particulier,120 Km,2010,Très bon
4028,Prix : 26 000 DT,Toyota avanza,,Essence,Manuelle,13 Oct. 2016,Tataouine Nord,particulier,82000 Km,2015,Très bon
4029,Prix : 22 000 DT,Volkswagen Passat,,Diesel,Manuelle,13 Oct. 2016,El Mourouj,particulier,230000 Km,2005,Très bon
4030,Prix : 26 500 DT,Vkw golf 6,5 CV,Essence,Manuelle,13 Oct. 2016,Les Berges Du Lac,particulier,155000 Km,2010,Très bon
4031,Prix : 14 700 DT,Megane siemens,,Diesel,Manuelle,13 Oct. 2016,Sousse Riadh,particulier,165000 Km,2007,Très bon
4032,Prix : 16 400 DT,Clio classic,5 CV,Essence,Manuelle,13 Oct. 2016,Le Bardo,particulier,135000 Km,2009,Très bon
4033,Prix : 10 000 DT,Polo 3,4 CV,Essence,Manuelle,13 Oct. 2016,Sfax Ville,particulier,195000 Km,2000,Bon
4034,Prix : 25 000 DT,Volkswagen passat,,Diesel,Manuelle,13 Oct. 2016,La Marsa,particulier,135000 Km,2009,Très bon
4035,Prix : 12 800 DT,Renault Clio,4 CV,Essence,Manuelle,13 Oct. 2016,El Menzah,particulier,290000 Km,01-2001,Bon
4036,Prix : 15 500 DT,Renault Symbol,5 CV,Essence,Manuelle,12 Oct. 2016,Siliana Nord,particulier,145000 Km,2011,Très bon
4037,Prix : 16 000 DT,GOLF 4 TDI,,Diesel,Manuelle,12 Oct. 2016,Mannouba,particulier,350000 Km,2000,Très bon
4038,Prix : 11 000 DT,Peugeot 206,,Essence,Manuelle,12 Oct. 2016,Gabes Medina,particulier,155000 Km,2012,Très bon
4039,Prix : 14 800 DT,Renault Clio,4 CV,Essence,Manuelle,12 Oct. 2016,Siliana Sud,particulier,152000 Km,2005,Très bon
4040,Prix : 15 500 DT,GRANDE PUNTO,5 CV,Essence,Manuelle,12 Oct. 2016,Fouchana,particulier,115000 Km,2013,Très bon
4041,Prix : 19 500 DT,Renault Symbol,5 CV,Essence,Manuelle,12 Oct. 2016,El Mourouj,particulier,105000 Km,2014,Très bon
4042,Prix : 15 500 DT,Renault Symbol,5 CV,Essence,Manuelle,12 Oct. 2016,Moknine,particulier,230000 Km,2010,Très bon
4043,Prix : 18 500 DT,Citroen C4,,Diesel,Manuelle,12 Oct. 2016,Ben Arous,particulier,82000 Km,2009,Très bon
4044,Prix : 15 000 DT,Renault Clio,,Essence,Manuelle,12 Oct. 2016,Sfax Ville,particulier,165000 Km,2006,Très bon
4045,Prix : 14 500 DT,Renault kangoo,,Essence,Manuelle,12 Oct. 2016,Gabes Sud,particulier,195000 Km,2005,Très bon
4046,Prix : 18 500 DT,FIAT PUNTO,5 CV,Essence,Manuelle,12 Oct. 2016,El Omrane,particulier,62000 Km,2013,Très bon
4047,Prix : 21 500 DT,Ford fiesta,5 CV,Essence,Manuelle,12 Oct. 2016,El Mourouj,particulier,82000 Km,2012,Très bon
4048,Prix : 26 500 DT,Peugeot 308,6 CV,Diesel,Manuelle,12 Oct. 2016,Ezzahra,particulier,135 Km,2009,Très bon
